symbol,date_et,hour_et,open,high,low,close,range
AAPL,2025-03-11,12,218.54,219.88,217.45,217.755,2.43001
AAPL,2025-03-11,13,217.73,220.98,217.68,220.545,3.3
AAPL,2025-03-11,14,220.55,223.28,220.0902,221.8202,3.1898
AAPL,2025-03-11,15,221.82,222.05,220.58,220.73,1.47
AAPL,2025-03-12,9,220.18,221.75,218.83,218.95,2.92
AAPL,2025-03-12,10,218.95,219.4,214.91,216.445,4.48999
AAPL,2025-03-12,11,216.47,218.61,216.33,218.3604,2.28
AAPL,2025-03-12,12,218.445,218.6,216.88,218.1898,1.72
AAPL,2025-03-12,13,218.13,218.22,215.93,216.11,2.29001
AAPL,2025-03-12,14,216.12,217.0899,215.05,215.6399,2.0399
AAPL,2025-03-12,15,215.65,217.27,215.28,216.94,1.99001
AAPL,2025-03-13,9,215.94,216.8394,214.22,214.28,2.6194
AAPL,2025-03-13,10,214.3,214.82,213.63,214.0402,1.19
AAPL,2025-03-13,11,214.045,214.35,211.64,211.94,2.71001
AAPL,2025-03-13,12,211.9338,212.93,210.69,211.155,2.23999
AAPL,2025-03-13,13,211.14,212.47,210.5001,212.29,1.96989
AAPL,2025-03-13,14,212.286,212.4699,210.36,210.63,2.10989
AAPL,2025-03-13,15,210.67,210.71,208.42,209.71,2.29001
AAPL,2025-03-14,9,211.25,213.43,209.58,210.3781,3.84999
AAPL,2025-03-14,10,210.38,212.38,209.98,211.93,2.40001
AAPL,2025-03-14,11,211.93,213.94,211.91,212.2307,2.03
AAPL,2025-03-14,12,212.235,213.5,212.0723,212.315,1.4277
AAPL,2025-03-14,13,212.3026,212.6899,210.76,211.245,1.9299
AAPL,2025-03-14,14,211.25,213.411,211.25,212.9053,2.161
AAPL,2025-03-14,15,212.8946,213.9,212.71,213.38,1.18999
AAPL,2025-03-17,9,213.36,214.97,212.17,213.2247,2.8
AAPL,2025-03-17,10,213.225,213.26,210.4697,210.7547,2.7903
AAPL,2025-03-17,11,210.755,211.8,209.98,211.2,1.82001
AAPL,2025-03-17,12,211.21,212.37,211.09,212.3303,1.28
AAPL,2025-03-17,13,212.355,214.7302,212.28,214.455,2.4502
AAPL,2025-03-17,14,214.45,214.7968,214.07,214.685,0.72679
AAPL,2025-03-17,15,214.68,215.22,213.67,214.19,1.55
AAPL,2025-03-18,9,214.14,215.15,212.95,214.5514,2.2
AAPL,2025-03-18,10,214.55,214.89,212.65,213.33,2.24001
AAPL,2025-03-18,11,213.25,213.775,212.79,213.72,0.985
AAPL,2025-03-18,12,213.7,213.7736,211.49,212.2834,2.2836
AAPL,2025-03-18,13,212.3,212.32,211.5598,211.995,0.76021
AAPL,2025-03-18,14,212.0,212.655,211.8103,212.345,0.8447
AAPL,2025-03-18,15,212.345,213.26,212.31,212.79,0.95
AAPL,2025-03-19,9,214.22,218.76,213.9101,217.145,4.8499
AAPL,2025-03-19,10,217.21,217.2198,214.96,215.669,2.2598
AAPL,2025-03-19,11,215.69,216.75,215.18,215.3,1.57001
AAPL,2025-03-19,12,215.29,215.33,214.29,214.38,1.04001
AAPL,2025-03-19,13,214.392,215.0497,213.75,214.27,1.2997
AAPL,2025-03-19,14,214.27,217.059,214.25,215.5099,2.80901
AAPL,2025-03-19,15,215.5,215.68,214.48,215.3,1.2
AAPL,2025-03-20,9,213.99,217.4899,212.9,216.9904,4.5899
AAPL,2025-03-20,10,216.98,217.295,215.7876,216.05,1.5074
AAPL,2025-03-20,11,215.94,216.46,214.02,214.14,2.44
AAPL,2025-03-20,12,214.14,214.51,213.0,213.23,1.50999
AAPL,2025-03-20,13,213.26,213.89,212.73,212.76,1.16
AAPL,2025-03-20,14,212.77,213.4,212.22,212.6835,1.17999
AAPL,2025-03-20,15,212.69,214.76,212.69,214.15,2.06999
AAPL,2025-03-21,9,211.515,214.41,211.47,213.74,2.94
AAPL,2025-03-21,10,213.71,214.84,213.2607,213.4435,1.5793
AAPL,2025-03-21,11,213.44,215.4,212.64,214.655,2.75999
AAPL,2025-03-21,12,214.67,215.48,214.4848,214.62,0.99519
AAPL,2025-03-21,13,214.61,215.039,214.2601,214.67,0.7789
AAPL,2025-03-21,14,214.67,215.37,214.64,215.31,0.73
AAPL,2025-03-21,15,215.31,218.84,215.01,218.36,3.83
AAPL,2025-03-24,9,221.0,221.021,218.58,219.77,2.44099
AAPL,2025-03-24,10,219.81,220.69,219.0292,219.1575,1.6608
AAPL,2025-03-24,11,219.155,220.05,218.96,219.0,1.09
AAPL,2025-03-24,12,219.015,219.5,218.82,219.29,0.67999
AAPL,2025-03-24,13,219.32,219.85,219.09,219.76,0.76001
AAPL,2025-03-24,14,219.775,220.47,219.4658,219.77,1.0042
AAPL,2025-03-24,15,219.79,221.01,219.66,220.43,1.34999
AAPL,2025-03-25,9,220.81,223.39,220.08,223.37,3.31
AAPL,2025-03-25,10,223.38,223.9,222.3,223.53,1.59999
AAPL,2025-03-25,11,223.54,223.7,223.01,223.11,0.69
AAPL,2025-03-25,12,223.1,223.63,220.73,222.81,2.90001
AAPL,2025-03-25,13,222.827,223.949,222.6,223.49,1.349
AAPL,2025-03-25,14,223.5,223.71,222.785,223.42,0.925
AAPL,2025-03-25,15,223.41,224.1,223.29,223.73,0.81001
AAPL,2025-03-26,9,223.51,225.02,222.84,224.0745,2.18001
AAPL,2025-03-26,10,224.085,224.3156,223.11,223.72,1.2056
AAPL,2025-03-26,11,223.7201,223.9,222.12,223.675,1.78
AAPL,2025-03-26,12,223.675,223.79,221.63,222.08,2.15999
AAPL,2025-03-26,13,222.08,222.22,221.4001,221.835,0.8199
AAPL,2025-03-26,14,221.815,221.885,220.6,220.6,1.28499
AAPL,2025-03-26,15,220.615,221.88,220.47,221.4,1.41
AAPL,2025-03-27,9,221.33,222.1,220.5601,221.65,1.5399
AAPL,2025-03-27,10,221.65,223.24,221.4,222.8001,1.84001
AAPL,2025-03-27,11,222.8,223.76,222.565,223.195,1.19499
AAPL,2025-03-27,12,223.18,223.98,222.72,223.105,1.25999
AAPL,2025-03-27,13,223.08,224.56,223.05,224.37,1.50999
AAPL,2025-03-27,14,224.35,224.99,223.945,224.79,1.045
AAPL,2025-03-27,15,224.8,224.99,223.7,223.93,1.29001
AAPL,2025-03-28,9,221.649,223.8,219.695,219.91,4.105
AAPL,2025-03-28,10,219.89,220.65,219.17,219.98,1.48
AAPL,2025-03-28,11,219.8911,220.22,218.35,218.69,1.87
AAPL,2025-03-28,12,218.67,219.12,218.21,218.49,0.90999
AAPL,2025-03-28,13,218.5,219.1665,218.18,219.05,0.98651
AAPL,2025-03-28,14,219.04,219.15,218.1104,218.51,1.0396
AAPL,2025-03-28,15,218.5,218.75,217.68,217.88,1.07001
AAPL,2025-03-31,9,217.22,219.31,216.24,218.57,3.06999
AAPL,2025-03-31,10,218.61,220.08,218.4,219.13,1.68001
AAPL,2025-03-31,11,219.1,220.93,218.8852,220.92,2.0448
AAPL,2025-03-31,12,220.9,221.02,219.39,219.87,1.63
AAPL,2025-03-31,13,219.85,220.88,219.2417,220.795,1.63831
AAPL,2025-03-31,14,220.8,221.735,220.39,221.225,1.345
AAPL,2025-03-31,15,221.21,224.97,220.9901,221.995,3.9799
AAPL,2025-04-01,9,219.805,223.39,218.9,221.5199,4.49001
AAPL,2025-04-01,10,221.49,223.43,221.36,222.8799,2.06999
AAPL,2025-04-01,11,222.865,223.14,222.15,222.53,0.99001
AAPL,2025-04-01,12,222.555,223.08,222.19,222.3385,0.89
AAPL,2025-04-01,13,222.3,222.775,221.45,221.5,1.325
AAPL,2025-04-01,14,221.49,222.12,221.15,221.73,0.97
AAPL,2025-04-01,15,221.71,223.49,221.57,223.14,1.92
AAPL,2025-04-02,9,221.19,224.1085,221.05,224.04,3.0585
AAPL,2025-04-02,10,224.02,224.7154,223.45,224.48,1.2654
AAPL,2025-04-02,11,224.45,224.6,223.11,224.13,1.49001
AAPL,2025-04-02,12,224.13,225.19,223.19,224.72,2.0
AAPL,2025-04-02,13,224.72,224.81,222.92,222.93,1.89
AAPL,2025-04-02,14,222.92,223.941,222.8614,223.6601,1.07959
AAPL,2025-04-02,15,223.67,224.46,223.5,223.79,0.96001
AAPL,2025-04-03,9,205.52,207.4899,202.52,205.635,4.96989
AAPL,2025-04-03,10,205.635,206.36,203.37,204.05,2.99001
AAPL,2025-04-03,11,204.05,207.04,203.7043,206.06,3.33569
AAPL,2025-04-03,12,206.1,206.3,203.8401,204.005,2.4599
AAPL,2025-04-03,13,203.99,204.6051,202.7,203.0,1.90511
AAPL,2025-04-03,14,202.9828,203.52,202.14,202.2,1.38
AAPL,2025-04-03,15,202.2,203.86,201.25,203.47,2.61
AAPL,2025-04-04,9,193.925,199.88,192.8,195.28,7.08
AAPL,2025-04-04,10,195.295,197.04,191.06,194.49,5.98
AAPL,2025-04-04,11,194.465,196.0,192.26,192.81,3.74001
AAPL,2025-04-04,12,192.78,193.9762,190.9,190.99,3.0762
AAPL,2025-04-04,13,190.98,192.57,188.831,188.88,3.73901
AAPL,2025-04-04,14,188.9,190.8688,187.345,190.23,3.5238
AAPL,2025-04-04,15,190.21,191.73,188.06,188.38,3.67
AAPL,2025-04-07,9,177.24,194.14,174.62,182.4,19.52
AAPL,2025-04-07,10,182.38,185.9398,175.7,176.36,10.23981
AAPL,2025-04-07,11,176.41,180.16,175.75,178.14,4.41
AAPL,2025-04-07,12,178.1,181.72,177.1,181.54,4.62
AAPL,2025-04-07,13,181.555,183.89,179.5,180.335,4.39
AAPL,2025-04-07,14,180.34,182.3,178.2801,178.4213,4.0199
AAPL,2025-04-07,15,178.44,182.0,178.435,181.59,3.565
AAPL,2025-04-08,9,186.73,190.335,185.1,189.33,5.235
AAPL,2025-04-08,10,189.32,189.93,184.06,184.09,5.87
AAPL,2025-04-08,11,184.07,185.54,182.29,183.33,3.25
AAPL,2025-04-08,12,183.32,183.515,175.0,175.03,8.515
AAPL,2025-04-08,13,175.02,178.6099,174.85,175.33,3.75989
AAPL,2025-04-08,14,175.3122,177.23,171.63,172.89,5.59999
AAPL,2025-04-08,15,172.87,173.44,169.2101,172.77,4.2299
AAPL,2025-04-09,9,172.179,179.42,171.89,178.4118,7.53
AAPL,2025-04-09,10,178.51,180.19,176.83,179.755,3.36
AAPL,2025-04-09,11,179.75,181.07,177.75,179.59,3.32001
AAPL,2025-04-09,12,179.5799,194.49,179.24,188.525,15.25
AAPL,2025-04-09,13,188.51,194.8699,188.13,190.8,6.7399
AAPL,2025-04-09,14,190.79,198.98,183.87,196.06,15.11
AAPL,2025-04-09,15,196.0,200.61,195.91,198.85,4.7
AAPL,2025-04-10,9,189.165,194.7799,189.0,192.145,5.77991
AAPL,2025-04-10,10,192.22,193.57,188.69,188.8592,4.88
AAPL,2025-04-10,11,188.855,189.23,183.0,184.27,6.23
AAPL,2025-04-10,12,184.265,189.9,184.175,188.01,5.72499
AAPL,2025-04-10,13,187.97,192.0,186.0,191.76,6.0
AAPL,2025-04-10,14,191.75,192.8,189.02,189.985,3.78
AAPL,2025-04-10,15,190.0,192.435,187.83,190.44,4.605
AAPL,2025-04-11,9,186.18,193.25,186.06,189.93,7.19
AAPL,2025-04-11,10,189.94,194.2,189.64,193.32,4.56
AAPL,2025-04-11,11,193.29,197.67,192.8786,195.801,4.7914
AAPL,2025-04-11,12,195.82,199.35,195.81,196.8307,3.54001
AAPL,2025-04-11,13,196.8525,199.54,196.0379,197.58,3.50209
AAPL,2025-04-11,14,197.6,198.9439,197.4018,198.342,1.5421
AAPL,2025-04-11,15,198.35,199.0,197.5414,198.02,1.4586
AAPL,2025-04-14,9,211.44,212.94,204.61,204.75,8.33
AAPL,2025-04-14,10,204.8,206.1999,203.41,203.6,2.7899
AAPL,2025-04-14,11,203.65,204.38,201.1621,201.75,3.21791
AAPL,2025-04-14,12,201.73,204.9785,201.585,203.864,3.39349
AAPL,2025-04-14,13,203.885,205.81,203.43,205.79,2.38
AAPL,2025-04-14,14,205.79,206.66,205.39,205.71,1.27
AAPL,2025-04-14,15,205.72,205.9,202.32,202.59,3.57999
AAPL,2025-04-15,9,201.855,203.505,199.82,200.8,3.685
AAPL,2025-04-15,10,200.79,203.09,200.686,202.115,2.40399
AAPL,2025-04-15,11,202.14,203.35,201.96,203.04,1.39
AAPL,2025-04-15,12,203.05,203.284,201.115,201.6044,2.16899
AAPL,2025-04-15,13,201.585,202.7769,201.305,201.765,1.47191
AAPL,2025-04-15,14,201.715,203.29,201.64,202.8,1.64999
AAPL,2025-04-15,15,202.83,202.959,201.92,202.13,1.039
AAPL,2025-04-16,9,198.36,200.7,196.02,197.07,4.67999
AAPL,2025-04-16,10,197.06,198.9885,196.81,198.3501,2.1785
AAPL,2025-04-16,11,198.375,198.4,196.3905,196.91,2.00949
AAPL,2025-04-16,12,196.91,197.92,196.65,197.76,1.27
AAPL,2025-04-16,13,197.76,197.81,193.92,194.555,3.89
AAPL,2025-04-16,14,194.54,194.6437,192.37,192.57,2.27371
AAPL,2025-04-16,15,192.58,194.8635,192.57,194.3,2.29349
AAPL,2025-04-17,9,197.15,197.2,194.64,195.64,2.56
AAPL,2025-04-17,10,195.69,197.095,194.42,196.04,2.675
AAPL,2025-04-17,11,196.03,198.05,195.9887,197.805,2.06131
AAPL,2025-04-17,12,197.826,198.57,196.68,196.7,1.89001
AAPL,2025-04-17,13,196.71,198.8335,196.67,198.28,2.1635
AAPL,2025-04-17,14,198.29,198.66,196.87,197.2422,1.79001
AAPL,2025-04-17,15,197.25,197.7,195.82,196.87,1.87999
AAPL,2025-04-21,9,193.265,193.8,191.36,192.12,2.44
AAPL,2025-04-21,10,192.11,192.49,190.605,190.735,1.88501
AAPL,2025-04-21,11,190.72,191.32,189.8112,191.13,1.5088
AAPL,2025-04-21,12,191.12,191.75,190.14,190.614,1.61
AAPL,2025-04-21,13,190.59,191.0,190.24,190.82,0.75999
AAPL,2025-04-21,14,190.815,191.38,190.2,191.105,1.18001
AAPL,2025-04-21,15,191.09,193.42,191.05,193.09,2.37
AAPL,2025-04-22,9,196.07,198.94,196.0,198.015,2.94
AAPL,2025-04-22,10,197.95,199.55,197.87,198.83,1.68001
AAPL,2025-04-22,11,198.83,201.55,197.86,201.38,3.69
AAPL,2025-04-22,12,201.4001,201.53,198.3203,198.54,3.2097
AAPL,2025-04-22,13,198.5162,200.01,198.1024,199.8918,1.90759
AAPL,2025-04-22,14,199.88,200.5,198.56,198.6202,1.94
AAPL,2025-04-22,15,198.625,199.89,198.0,199.66,1.89
AAPL,2025-04-23,9,206.0,208.0,204.6301,206.805,3.3699
AAPL,2025-04-23,10,206.81,207.95,204.06,204.63,3.89
AAPL,2025-04-23,11,204.625,205.41,202.799,204.11,2.61101
AAPL,2025-04-23,12,204.14,205.44,203.5184,204.95,1.9216
AAPL,2025-04-23,13,205.0,205.65,204.22,204.4824,1.42999
AAPL,2025-04-23,14,204.47,205.17,203.6567,204.01,1.51331
AAPL,2025-04-23,15,204.0309,205.75,203.61,204.36,2.14
AAPL,2025-04-24,9,204.885,206.35,202.94,206.32,3.41
AAPL,2025-04-24,10,206.29,206.66,205.2201,205.925,1.43991
AAPL,2025-04-24,11,205.885,206.75,205.5801,206.29,1.16991
AAPL,2025-04-24,12,206.29,207.03,205.82,206.905,1.20999
AAPL,2025-04-24,13,206.92,207.79,206.55,207.289,1.23999
AAPL,2025-04-24,14,207.3,208.1,207.03,207.0901,1.07001
AAPL,2025-04-24,15,207.11,208.8299,207.09,208.2,1.7399
AAPL,2025-04-25,9,206.43,209.2499,206.2,206.6348,3.0499
AAPL,2025-04-25,10,206.64,207.7629,206.515,207.1,1.24789
AAPL,2025-04-25,11,207.11,208.9,206.66,208.6356,2.23999
AAPL,2025-04-25,12,208.52,209.41,208.29,209.3702,1.12001
AAPL,2025-04-25,13,209.39,209.415,207.37,208.5045,2.045
AAPL,2025-04-25,14,208.51,208.87,208.14,208.22,0.73
AAPL,2025-04-25,15,208.21,209.43,207.87,209.23,1.56
AAPL,2025-04-28,9,210.06,211.5,208.74,208.93,2.75999
AAPL,2025-04-28,10,208.875,209.82,207.84,207.95,1.98001
AAPL,2025-04-28,11,207.9859,208.4,207.46,207.86,0.93999
AAPL,2025-04-28,12,207.85,208.73,207.85,208.14,0.87999
AAPL,2025-04-28,13,208.135,210.05,208.08,209.87,1.97
AAPL,2025-04-28,14,209.87,210.94,209.7614,210.54,1.1786
AAPL,2025-04-28,15,210.53,211.4998,210.04,210.09,1.45981
AAPL,2025-04-29,9,208.693,212.24,208.37,210.95,3.87001
AAPL,2025-04-29,10,210.96,212.07,210.67,211.04,1.40001
AAPL,2025-04-29,11,211.04,211.3253,210.4,210.488,0.92531
AAPL,2025-04-29,12,210.49,210.69,209.35,210.36,1.34
AAPL,2025-04-29,13,210.37,211.85,210.22,211.7227,1.63
AAPL,2025-04-29,14,211.72,211.9606,211.1001,211.3,0.8605
AAPL,2025-04-29,15,211.31,211.77,210.95,211.24,0.82001
AAPL,2025-04-30,9,209.3,209.72,206.6705,209.3212,3.0495
AAPL,2025-04-30,10,209.3495,210.86,208.7101,210.545,2.1499
AAPL,2025-04-30,11,210.56,211.28,209.95,210.59,1.33
AAPL,2025-04-30,12,210.59,211.36,209.8,211.08,1.56
AAPL,2025-04-30,13,211.07,212.97,210.315,210.715,2.655
AAPL,2025-04-30,14,210.7,211.31,210.28,210.3446,1.03
AAPL,2025-04-30,15,210.375,213.54,210.05,212.49,3.48999
AAPL,2025-05-01,9,209.01,212.5,208.9,211.74,3.60001
AAPL,2025-05-01,10,211.75,214.22,211.315,212.8966,2.905
AAPL,2025-05-01,11,212.895,213.12,211.415,212.78,1.705
AAPL,2025-05-01,12,212.78,212.8776,211.85,212.51,1.02759
AAPL,2025-05-01,13,212.51,213.0,212.065,212.78,0.935
AAPL,2025-05-01,14,212.79,213.2,212.3,212.94,0.89999
AAPL,2025-05-01,15,212.94,214.55,212.47,212.83,2.08
AAPL,2025-05-02,9,206.09,206.8199,202.21,206.72,4.60989
AAPL,2025-05-02,10,206.72,206.99,204.6,204.9008,2.39
AAPL,2025-05-02,11,204.92,206.58,204.8606,205.0,1.71941
AAPL,2025-05-02,12,205.0,205.89,204.15,204.699,1.74001
AAPL,2025-05-02,13,204.7,205.83,204.7,204.88,1.13
AAPL,2025-05-02,14,204.87,205.43,203.66,204.76,1.76999
AAPL,2025-05-02,15,204.76,205.5,203.89,205.3,1.61
AAPL,2025-05-05,9,203.125,203.94,198.62,198.78,5.32001
AAPL,2025-05-05,10,198.787,199.65,198.21,199.1996,1.43999
AAPL,2025-05-05,11,199.19,200.04,198.66,199.974,1.37999
AAPL,2025-05-05,12,199.96,200.64,199.6701,200.41,0.96989
AAPL,2025-05-05,13,200.41,201.09,200.16,200.96,0.92999
AAPL,2025-05-05,14,200.95,201.16,199.4,199.4,1.76001
AAPL,2025-05-05,15,199.4,199.5999,198.5197,198.77,1.0802
AAPL,2025-05-06,9,198.125,199.88,197.02,198.91,2.86
AAPL,2025-05-06,10,198.9,199.13,197.85,199.035,1.28
AAPL,2025-05-06,11,199.035,200.649,198.66,198.98,1.989
AAPL,2025-05-06,12,198.975,200.02,198.96,199.425,1.06
AAPL,2025-05-06,13,199.45,199.82,198.69,199.305,1.13
AAPL,2025-05-06,14,199.295,199.85,199.02,199.7084,0.83
AAPL,2025-05-06,15,199.73,200.17,198.38,198.41,1.78999
AAPL,2025-05-07,9,199.195,199.44,197.35,199.22,2.09
AAPL,2025-05-07,10,199.227,199.4,193.81,194.3507,5.59
AAPL,2025-05-07,11,194.36,195.37,193.25,194.87,2.12
AAPL,2025-05-07,12,194.85,195.78,194.575,195.3,1.205
AAPL,2025-05-07,13,195.32,195.36,193.3,194.01,2.06
AAPL,2025-05-07,14,193.997,195.71,193.8314,194.32,1.8786
AAPL,2025-05-07,15,194.34,197.4699,194.29,196.25,3.1799
AAPL,2025-05-08,9,197.74,198.13,194.6796,195.82,3.45041
AAPL,2025-05-08,10,195.83,197.83,195.515,197.54,2.315
AAPL,2025-05-08,11,197.53,200.0498,197.31,199.24,2.73981
AAPL,2025-05-08,12,199.2357,199.99,199.0101,199.14,0.9799
AAPL,2025-05-08,13,199.14,199.212,198.09,198.64,1.12201
AAPL,2025-05-08,14,198.64,199.688,198.45,199.56,1.23801
AAPL,2025-05-08,15,199.57,199.62,197.164,197.4,2.45599
AAPL,2025-05-09,9,199.005,200.5399,198.12,198.3601,2.41991
AAPL,2025-05-09,10,198.385,199.18,197.535,198.43,1.64499
AAPL,2025-05-09,11,198.42,199.01,197.93,198.135,1.08
AAPL,2025-05-09,12,198.13,198.45,197.6,198.14,0.84999
AAPL,2025-05-09,13,198.145,199.0999,197.91,198.91,1.1899
AAPL,2025-05-09,14,198.94,199.43,198.71,198.78,0.71999
AAPL,2025-05-09,15,198.8,198.9299,198.3401,198.54,0.5898
AAPL,2025-05-12,9,210.97,211.2665,206.75,209.16,4.51649
AAPL,2025-05-12,10,209.17,210.23,208.12,208.76,2.11
AAPL,2025-05-12,11,208.78,208.9865,208.25,208.73,0.7365
AAPL,2025-05-12,12,208.73,209.99,208.7092,209.935,1.28081
AAPL,2025-05-12,13,209.94,210.96,209.935,210.77,1.02501
AAPL,2025-05-12,14,210.78,211.15,209.92,210.05,1.23
AAPL,2025-05-12,15,210.06,210.85,209.96,210.83,0.89
