symbol,window_days,hour_et,model,samples,l1,l2,l3,l4
MSFT,500,3,CON,0,,,,
MSFT,500,3,WIDE,0,,,,
MSFT,500,4,AGG,0,,,,
MSFT,500,4,CON,0,,,,
MSFT,500,4,WIDE,0,,,,
MSFT,500,5,AGG,0,,,,
MSFT,500,5,CON,0,,,,
MSFT,500,5,WIDE,0,,,,
MSFT,500,6,AGG,0,,,,
MSFT,500,6,CON,0,,,,
MSFT,500,6,WIDE,0,,,,
MSFT,500,7,AGG,0,,,,
MSFT,500,7,CON,0,,,,
MSFT,500,7,WIDE,0,,,,
MSFT,500,8,AGG,0,,,,
MSFT,500,8,CON,0,,,,
MSFT,500,8,WIDE,0,,,,
MSFT,500,9,AGG,344,4.90946,5.75754,6.60563,4.58294
MSFT,500,9,CON,344,6.94486,7.79295,8.64104,6.61835
MSFT,500,9,WIDE,344,8.3018,9.14989,9.99797,7.97529
MSFT,500,10,AGG,344,2.68536,3.14924,3.61312,2.50676
MSFT,500,10,CON,344,3.79868,4.26256,4.72644,3.62008
MSFT,500,10,WIDE,344,4.54089,5.00477,5.46866,4.3623
MSFT,500,11,AGG,344,2.11989,2.48609,2.85229,1.9789
MSFT,500,11,CON,344,2.99878,3.36498,3.73118,2.85779
MSFT,500,11,WIDE,344,3.5847,3.9509,4.3171,3.44371
MSFT,500,12,AGG,341,1.95722,2.29532,2.63342,1.82705
MSFT,500,12,CON,341,2.76866,3.10676,3.44486,2.63849
MSFT,500,12,WIDE,341,3.30962,3.64772,3.98582,3.17945
MSFT,500,13,AGG,341,1.89689,2.22457,2.55225,1.77074
MSFT,500,13,CON,341,2.68332,3.011,3.33868,2.55717
MSFT,500,13,WIDE,341,3.20761,3.53529,3.86297,3.08146
MSFT,500,14,AGG,342,1.77196,2.07806,2.38416,1.65412
MSFT,500,14,CON,342,2.5066,2.8127,3.1188,2.38875
MSFT,500,14,WIDE,342,2.99636,3.30246,3.60855,2.87851
MSFT,500,15,AGG,342,1.89523,2.22262,2.55001,1.76918
MSFT,500,15,CON,342,2.68097,3.00836,3.33576,2.55493
MSFT,500,15,WIDE,342,3.2048,3.53219,3.85958,3.07875
MSFT,500,16,AGG,0,,,,
MSFT,500,16,CON,0,,,,
MSFT,500,16,WIDE,0,,,,
MSFT,500,17,AGG,0,,,,
MSFT,500,17,CON,0,,,,
MSFT,500,17,WIDE,0,,,,
MSFT,500,18,AGG,0,,,,
MSFT,500,18,CON,0,,,,
MSFT,500,18,WIDE,0,,,,
MSFT,500,19,AGG,0,,,,
MSFT,500,19,CON,0,,,,
MSFT,500,19,WIDE,0,,,,
MSFT,500,20,AGG,0,,,,
MSFT,500,20,CON,0,,,,
MSFT,500,20,WIDE,0,,,,
MSFT,500,21,AGG,0,,,,
MSFT,500,21,CON,0,,,,
MSFT,500,21,WIDE,0,,,,
MSFT,500,22,AGG,0,,,,
MSFT,500,22,CON,0,,,,
MSFT,500,22,WIDE,0,,,,
MSFT,500,23,AGG,0,,,,
MSFT,500,23,CON,0,,,,
MSFT,500,23,WIDE,0,,,,
MSFT,730,0,AGG,0,,,,
MSFT,730,0,CON,0,,,,
MSFT,730,0,WIDE,0,,,,
MSFT,730,1,AGG,0,,,,
MSFT,730,1,CON,0,,,,
MSFT,730,1,WIDE,0,,,,
MSFT,730,2,AGG,0,,,,
MSFT,730,2,CON,0,,,,
MSFT,730,2,WIDE,0,,,,
MSFT,730,3,AGG,0,,,,
MSFT,730,3,CON,0,,,,
MSFT,730,3,WIDE,0,,,,
MSFT,730,4,AGG,0,,,,
MSFT,730,4,CON,0,,,,
MSFT,730,4,WIDE,0,,,,
MSFT,730,5,AGG,0,,,,
MSFT,730,5,CON,0,,,,
MSFT,730,5,WIDE,0,,,,
MSFT,730,6,AGG,0,,,,
MSFT,730,6,CON,0,,,,
MSFT,730,6,WIDE,0,,,,
MSFT,730,7,AGG,0,,,,
MSFT,730,7,CON,0,,,,
MSFT,730,7,WIDE,0,,,,
MSFT,730,8,AGG,0,,,,
MSFT,730,8,CON,0,,,,
MSFT,730,8,WIDE,0,,,,
MSFT,730,9,AGG,501,4.65136,5.45486,6.25836,4.34201
MSFT,730,9,CON,501,6.57976,7.38326,8.18676,6.27041
MSFT,730,9,WIDE,501,7.86536,8.66886,9.47236,7.55601
MSFT,730,10,AGG,501,2.62212,3.07508,3.52804,2.44773
MSFT,730,10,CON,501,3.70923,4.16218,4.61514,3.53484
MSFT,730,10,WIDE,501,4.43396,4.88692,5.33988,4.25957
MSFT,730,11,AGG,501,2.08123,2.44075,2.80027,1.94281
MSFT,730,11,CON,501,2.94408,3.3036,3.66313,2.80566
MSFT,730,11,WIDE,501,3.51932,3.87884,4.23836,3.3809
MSFT,730,12,AGG,495,1.88188,2.20697,2.53206,1.75672
MSFT,730,12,CON,495,2.66209,2.98718,3.31226,2.53693
MSFT,730,12,WIDE,495,3.18223,3.50732,3.8324,3.05707
MSFT,730,13,AGG,495,1.81899,2.13322,2.44744,1.69802
MSFT,730,13,CON,495,2.57313,2.88735,3.20157,2.45215
MSFT,730,13,WIDE,495,3.07588,3.39011,3.70433,2.95491
MSFT,730,14,AGG,495,1.66539,1.95307,2.24076,1.55463
MSFT,730,14,CON,495,2.35584,2.64353,2.93121,2.24508
MSFT,730,14,WIDE,495,2.81614,3.10383,3.39151,2.70538
MSFT,730,15,AGG,495,1.85575,2.17632,2.49689,1.73233
MSFT,730,15,CON,495,2.62512,2.94569,3.26626,2.5017
MSFT,730,15,WIDE,495,3.13804,3.45861,3.77918,3.01462
MSFT,730,16,AGG,0,,,,
MSFT,730,16,CON,0,,,,
MSFT,730,16,WIDE,0,,,,
MSFT,730,17,AGG,0,,,,
MSFT,730,17,CON,0,,,,
MSFT,730,17,WIDE,0,,,,
MSFT,730,18,AGG,0,,,,
MSFT,730,18,CON,0,,,,
MSFT,730,18,WIDE,0,,,,
MSFT,730,19,AGG,0,,,,
MSFT,730,19,CON,0,,,,
MSFT,730,19,WIDE,0,,,,
MSFT,730,20,AGG,0,,,,
MSFT,730,20,CON,0,,,,
MSFT,730,20,WIDE,0,,,,
MSFT,730,21,AGG,0,,,,
MSFT,730,21,CON,0,,,,
MSFT,730,21,WIDE,0,,,,
MSFT,730,22,AGG,0,,,,
MSFT,730,22,CON,0,,,,
MSFT,730,22,WIDE,0,,,,
MSFT,730,23,AGG,0,,,,
MSFT,730,23,CON,0,,,,
MSFT,730,23,WIDE,0,,,,
